priority,arrival_time,removal_time,clicked,sender_package,sender_app_name,phone_status,ringer_mode,interruption_filter,filter_cleared,led,vibrate,sound,latitude,longitude,activity,surrounding_sound,wifi,proximity,something
1,1423270911545,1423270993361,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423270733674,1423270993361,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423270719342,1423270993361,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423270673669,1423270993361,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,true,false,0,0,0,still,SILENT,true,false
1,1423270533010,1423270993361,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423270501605,1423270993361,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423270463712,1423270993361,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423270453667,1423270993361,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,true,false,0,0,0,still,SILENT,true,false
2,1423271262542,1423271269675,false,com.facebook.katana,Facebook,UNLOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,true,false,0,0,0,still,SILENT,true,false
1,1423271248157,1423271466535,true,com.whatsapp,WhatsApp,UNLOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,false,false,false,0,0,0,still,SILENT,true,false
1,1423271210709,1423271466535,true,com.whatsapp,WhatsApp,UNLOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,false,false,false,0,0,0,still,SILENT,true,false
1,1423271180527,1423271466535,true,com.whatsapp,WhatsApp,UNLOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,false,false,false,0,0,0,still,SILENT,true,false
1,1423271150512,1423271466535,true,com.whatsapp,WhatsApp,UNLOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,false,false,false,0,0,0,still,SILENT,true,false
1,1423271116567,1423271466535,true,com.whatsapp,WhatsApp,UNLOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,false,false,false,0,0,0,still,SILENT,true,false
1,1423271054996,1423271466535,true,com.whatsapp,WhatsApp,UNLOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,false,false,false,0,0,0,tilting,SILENT,true,false
1,1423270451703,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423270414270,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423270393446,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423270356005,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423270341176,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423270336236,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423270320142,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423270308799,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423270303239,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423270284006,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423270253731,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423270248294,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423270240516,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423270229535,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423270113088,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423269859228,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423269736574,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423269395976,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423269120752,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423269113092,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423269107599,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423269104631,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423269101453,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423269088542,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423269014979,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423269009425,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268987010,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268971974,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268966693,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268959269,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268953201,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268946403,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268937481,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268919041,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268896531,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268894447,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268884020,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268819732,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268816127,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268782299,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268780506,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268757106,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268754013,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268736733,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268713254,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268711958,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268707074,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268670390,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268662082,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268657559,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268656505,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268644412,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268610751,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268593540,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268576393,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268572702,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268544425,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268529585,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268502383,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268499485,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268496137,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268490672,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268488120,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268478070,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268471288,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268469343,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268466387,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268460172,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268455525,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268450905,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268440560,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268419273,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268409754,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
1,1423268395308,1423271466535,true,com.whatsapp,WhatsApp,LOCKED,SOUND,INTERRUPTION_FILTER_ALL,true,true,false,false,0,0,0,still,SILENT,true,false
